ID,Module,API_Endpoint,Tên_Test_Case,Input_Đầu_vào,Expected_Status,Expected_DB_State,Mức_độ_ưu_tiên
345,Organization,POST /api/v1/organizations/{id}/transfer-ownership,Chuyển nhượng quyền chủ sở hữu hội nhóm,"id org, new_owner_id",200 OK,"Đổi role owner, owner cũ thành mod/member",High
346,Organization,POST /api/v1/organizations/{id}/transfer-ownership,Chuyển nhượng thất bại do người nhận không phải member,"new_owner_id ảo",400 Bad Request,"Không thay đổi",High
347,Mentorship,POST /api/v1/mentors/{id}/report,Báo cáo Mentor vi phạm quy tắc đạo đức nghề nghiệp,"id mentor, lý do",201 Created,"Tạo bản ghi mentor_reports",Medium
348,Admin,GET /api/v1/admin/mentorship-reports,Xem danh sách Mentor bị báo cáo,"Token Admin",200 OK,"Không thay đổi",Medium
349,Admin,PUT /api/v1/admin/mentors/{id}/revoke,Tước quyền Mentor do vi phạm nghiêm trọng,"id mentor, Token Admin",200 OK,"Đổi role MENTOR -> USER, ẩn các request",High
350,Shared,GET /api/v1/terms-of-service,Lấy nội dung Điều khoản dịch vụ hiện tại,"Không cần token",200 OK,"Không thay đổi",Low
351,Shared,GET /api/v1/search/global,Tìm kiếm toàn cục (Global Search) đa thực thể (Post, User, Event),"keyword=""HCMUS""",200 OK,"Không thay đổi",High
352,Shared,GET /api/v1/search/autocomplete,Gợi ý tìm kiếm (Autocomplete) khi đang gõ,"keyword=""HC""",200 OK,"Trả về list string gợi ý",Medium
353,Event,POST /api/v1/events/{id}/tickets/generate,Tạo vé điện tử (E-ticket/PDF) sau khi đăng ký thành công,"id event, Token User",200 OK,"Lưu file vé vào bộ nhớ, trả về link tải",Medium
354,Event,GET /api/v1/events/{id}/tickets/download,Tải vé điện tử của sự kiện,"id event",200 OK,"Trả về byte stream file PDF",Medium
355,Mentorship,POST /api/v1/mentorship/payouts/request,Mentor yêu cầu thanh toán (Payout) điểm/token tích lũy,"số tiền quy đổi, Token Mentor",201 Created,"Tạo bản ghi mentor_payouts",Medium
356,Admin,PUT /api/v1/admin/mentorship-payouts/{id}/approve,Admin duyệt lệnh rút tiền của Mentor,"id payout, Token Admin",200 OK,"Cập nhật status=COMPLETED",Medium
357,Forum,GET /api/v1/forum/posts/{id}/seo,Tạo Meta Tags (SEO) và link chia sẻ MXH (Open Graph) cho bài viết,"id bài viết",200 OK,"Trả về object chứa Title, Description, Image URL",Low
358,User,PUT /api/v1/users/me/onboarding,Hoàn thành Onboarding Step 1 (Thiết lập sở thích/ngành nghề),"Token User, preferences",200 OK,"Cập nhật onboarding_completed=true",High
359,User,GET /api/v1/users/me/onboarding-status,Kiểm tra tiến độ hoàn thành Profile (Gamification),"Token User",200 OK,"Trả về phần trăm profile %",Medium
360,Auth,POST /api/v1/auth/bind/facebook,Liên kết tài khoản hiện tại với mạng xã hội Facebook,"FB Token, Token User",200 OK,"Cập nhật facebook_id vào DB",Medium
361,Auth,POST /api/v1/auth/bind/facebook,Liên kết thất bại do FB Account đã gắn với người khác,"FB Token trùng",409 Conflict,"Không thay đổi",High
362,Auth,DELETE /api/v1/auth/unbind/facebook,Hủy liên kết tài khoản Facebook,"Token User",200 OK,"Set facebook_id = null",Medium
363,Auth,DELETE /api/v1/auth/unbind/facebook,Hủy liên kết thất bại nếu chưa có mật khẩu (nguy cơ mất acc),"password_hash rỗng",400 Bad Request,"Không thay đổi",High
364,Admin,POST /api/v1/admin/jobs/cron/trigger,Trigger thủ công một Cron Job bất kỳ (VD: Clear token hết hạn),"job_name, Token Admin",200 OK,"Thực thi logic job ngầm",Medium
365,Admin,GET /api/v1/admin/jobs/cron/logs,Xem log thực thi của các Cron Job hệ thống,"Token Admin",200 OK,"Không thay đổi",Low
366,Config,GET /api/v1/config/banners,Lấy cấu hình các Banner quảng cáo/sự kiện trang chủ,"Không cần token",200 OK,"Không thay đổi",Low
367,Config,POST /api/v1/admin/config/banners,Thêm Banner mới cho trang chủ,"Token Admin, payload banner",201 Created,"Tạo bản ghi banners",Low
368,Config,PUT /api/v1/admin/config/banners/{id}/status,Ẩn/Hiện banner quảng cáo,"id banner",200 OK,"Cập nhật is_active",Low
369,Fundraising,GET /api/v1/funds/{id}/milestones,Lấy danh sách các cột mốc (Milestones) giải ngân của quỹ,"id fund",200 OK,"Không thay đổi",Medium
370,Fundraising,POST /api/v1/funds/{id}/milestones,Admin thêm cột mốc giải ngân mới (Minh bạch quỹ),"id fund, payload milestone",201 Created,"Tạo bản ghi fund_milestones",Medium
371,Fundraising,PUT /api/v1/funds/milestones/{id}/complete,Đánh dấu hoàn thành một cột mốc giải ngân,"id milestone",200 OK,"Cập nhật status milestone=COMPLETED",Medium
372,Article,POST /api/v1/news/{id}/comments,Bình luận vào tin tức/bài viết,"id news, content",201 Created,"Tạo bản ghi news_comments",Low
373,Article,DELETE /api/v1/news/comments/{commentId},Xóa bình luận bài báo (Chính chủ/Admin),"commentId",200 OK,"Xóa (ẩn) comment",Low
374,Shared,GET /api/v1/system/time,Đồng bộ thời gian giữa Client và Server (Sync Time),"Không cần token",200 OK,"Trả về Unix Timestamp của Server",Low
375,Shared,POST /api/v1/logs/client,Nhận log lỗi từ ứng dụng Mobile/Web (Client Error Tracking),"Payload stacktrace",200 OK,"Lưu log xuống file/ELK",Low
376,User,GET /api/v1/users/leaderboard,Bảng xếp hạng đóng góp của cựu sinh viên (Alumni Leaderboard),"limit=10",200 OK,"Không thay đổi",Medium
377,Chat,GET /api/v1/chat/stickers,Lấy danh sách các gói nhãn dán (Sticker Packs) có sẵn,"Token User",200 OK,"Không thay đổi",Low
378,Mentorship,POST /api/v1/mentorship/cv/{id}/comments,Admin/Reviewer ghi chú nội bộ khi duyệt CV Mentor,"id CV, comment nội bộ",201 Created,"Tạo bản ghi cv_reviewer_notes",Low
379,Event,GET /api/v1/events/{id}/export-attendees,Xuất danh sách người tham gia ra Excel,"id event, Token Admin/Creator",200 OK,"Trả về file Excel (.xlsx)",Medium
380,Organization,POST /api/v1/organizations/{id}/announcements,Tạo thông báo nội bộ cho các thành viên trong hội nhóm,"id org, content",201 Created,"Gửi thông báo đến members",Medium
381,Organization,GET /api/v1/organizations/{id}/announcements,Lấy danh sách thông báo nội bộ của nhóm,"id org",200 OK,"Không thay đổi",Medium
382,Survey,POST /api/v1/surveys/{id}/clone,Sao chép (Clone) một bài khảo sát cũ thành bài mới,"id survey, Token Admin",201 Created,"Copy dữ liệu sang bản ghi surveys mới",Low
383,Forum,GET /api/v1/forum/users/{id}/posts,Lấy toàn bộ các bài viết diễn đàn của một user cụ thể,"id user",200 OK,"Không thay đổi",Low
384,Admin,GET /api/v1/admin/cache/clear,Xóa Cache thủ công (Redis/Spring Cache) khi cần update gấp,"Token Admin",200 OK,"Clear cache keys",Medium
385,Admin,GET /api/v1/admin/cache/stats,Kiểm tra tình trạng bộ nhớ Cache,"Token Admin",200 OK,"Trả về Cache Hit/Miss ratio",Low
386,Auth,POST /api/v1/auth/impersonate,Bảo mật: Tính năng Admin "Nhập vai" (Impersonate) User để debug,"id user muốn giả mạo, Token SuperAdmin",200 OK,"Cấp token đặc biệt mang quyền của User",High
387,Auth,POST /api/v1/auth/impersonate,Impersonate thất bại do quyền hạn (Admin thường không được phép),"Token Admin thường",403 Forbidden,"Không thay đổi",High
388,Mentorship,GET /api/v1/mentors/featured,Lấy danh sách Mentor tiêu biểu/Nổi bật trang chủ,"Không cần token",200 OK,"Không thay đổi",Low
389,Event,POST /api/v1/events/{id}/sponsors,Thêm nhà tài trợ (Sponsor) cho sự kiện,"id event, logo_url",200 OK,"Cập nhật event_sponsors",Low
390,Fundraising,POST /api/v1/funds/{id}/share,Theo dõi số lượt chia sẻ (Share count) của quỹ,"id fund",200 OK,"Tăng share_count + 1",Low
391,User,GET /api/v1/users/me/certificates,Lấy danh sách các chứng nhận điện tử được cấp (E-Certificates),"Token User",200 OK,"Không thay đổi",Low
392,Shared,POST /api/v1/files/upload/presigned-url,Yêu cầu Presigned URL để upload trực tiếp lên AWS S3 (Client-side upload),"filename, mimetype",200 OK,"Trả về URL AWS tạm thời",High
393,Shared,POST /api/v1/files/upload/presigned-url,Yêu cầu thất bại do mimetype không hợp lệ,"mimetype=application/x-sh",400 Bad Request,"Không thay đổi",High
394,Mentorship,GET /api/v1/mentorship/sessions/{id}/notes,Lấy Private Notes (Ghi chú cá nhân) của Mentor cho phiên hẹn,"id session, Token Mentor",200 OK,"Không thay đổi",Medium
395,Mentorship,POST /api/v1/mentorship/sessions/{id}/notes,Lưu Private Notes cho phiên hẹn,"id session, nội dung notes",200 OK,"Cập nhật trường private_notes",Medium
396,Mentorship,GET /api/v1/mentorship/sessions/{id}/notes,Xem Note thất bại do Mentee không có quyền truy cập,"Token Mentee",403 Forbidden,"Không thay đổi",Medium
397,Forum,GET /api/v1/forum/posts/trending,Thuật toán Lấy bài viết Trending (Dựa vào thời gian, like, comment),"page=0",200 OK,"Không thay đổi",High
398,User,PUT /api/v1/users/me/status-message,Cập nhật trạng thái ngắn gọn (Status Message) hiển thị trên Profile,"status=""Working hard""",200 OK,"Cập nhật status_message",Low
399,Chat,GET /api/v1/chat/conversations/{id}/attachments,Lấy danh sách hình ảnh/file đã gửi trong cuộc hội thoại,"id conversation",200 OK,"Không thay đổi",Medium
400,Admin,GET /api/v1/admin/system/about,Lấy thông tin version, build time, OS info của Backend App,"Token Admin",200 OK,"Không thay đổi",Low
